OBJECTID,Company,Address,City,State,Zip,Phone,Latitude,Longitude,Recovery,Landfill,C&D,Composting,Demolition,Electronics,HHW,Metals,Tires,Transfer Station,Vehicles,LF-C&D,LF-HW,LF-MSW,Region,DDRT_ID,x,y
12242,Conrads Auto Salvage Inc,E9889 Tenth Ave,Rock Creek,WI,54755,715-875-4500,44.683659,-91.662941,Yes,0,0,0,0,0,0,0,1,0,1,0,0,0,5,f8f6d277-ec45-40e7-ada6-c6b1c1b3273c,-10203872.7209,5571858.0654
12243,B &amp; B Disposal Inc,N2803 CTH P,Sarona,WI,54870,715-469-3448,45.738767,-91.772047,Yes,0,0,0,0,0,0,0,1,0,1,0,0,0,5,e96647e8-0461-473f-8d5c-d97a0988b30b,-10216018.3646,5738586.1359
12244,Integrity Grading &amp; Excavating Inc,605 Grossman Dr,Schofield,WI,54476,715-359-4042,44.914186,-89.60045,Yes,0,0,0,0,0,0,0,1,0,1,0,0,0,5,43a1f44a-d508-4958-aa07-aa155bfd5ff3,-9974277.2088,5608023.2306
12245,Schulzs Recycling Inc,W6059 Heldt St,Merrill,WI,54452,715-536-7141,45.17072,-89.732962,Yes,0,0,0,0,0,0,1,1,0,1,0,0,0,5,892f6c4d-1e6b-4725-abe8-d5ae344ae7f0,-9989028.3852,5648439.3279
12246,Advanced Disposal Services SW Midwest LLC,3853 Old Hwy Rd,Sevastopol,WI,54235,920-351-2350,44.854329,-87.348842,Yes,0,0,0,0,0,0,0,1,0,1,0,0,0,5,faa393b7-c5f2-44e6-b953-8c1c28b4f301,-9723629.2766,5598618.9673
12247,Hanke Trucking Inc,765 Hilldale Rd,Slinger,WI,53086,262-644-9080,43.329349,-88.305771,Yes,0,0,0,0,0,0,0,1,0,1,0,0,0,5,63f4262e-dfbc-4a88-994e-e18b6b6be1ac,-9830154.1381,5362238.4799
12248,Hawkins ﻿County Recycling Center,8590 ﻿Hwy 11 West,Rogersville,TN,37857,423-272-2027,36.387149031,-83.1162603675,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,4,8d12fa5c-fc79-4508-9998-7b829683fa8f,-9252460.2241,4354025.0531
12250,Vics Tire,7661 Jackpot Ave,Sparta,WI,54656,608-269-4222,43.896149,-90.838151,Yes,0,0,0,0,0,0,0,1,0,1,0,0,0,5,864d4180-749b-47c0-adf3-0277e37675f3,-10112057.4804,5449386.2836
12253,WI DNR Spooner Service Center Auto Shop,810 W Maple St,Spooner,WI,54801,715-635-4162,45.821764,-91.897739,Yes,0,0,0,0,0,0,0,1,0,1,0,0,0,5,75df27c1-49e2-40f0-bcc8-7508151632a2,-10230010.3395,5751833.9552
12257,Ideal Dumpster Service LLC,C2228 STH 153,Stratford,WI,54484,715-687-8686,44.786426,-90.055499,Yes,0,0,0,0,0,0,0,1,0,1,0,0,0,5,95952e91-3776-4946-ad5b-addc1ae5dfab,-10024933.045,5587962.354
12258,Lily Bay Trucking LLC,3627 Lily Bay Rd,Sturgeon Bay,WI,54235,920-333-0031,44.84589,-87.320241,Yes,0,0,0,0,0,0,0,1,0,1,0,0,0,5,68758638-40bd-41cc-bf7b-db414e9f9679,-9720445.4268,5597293.8812
12259,WRDS Co,7710 CTH C,Sturgeon Bay,WI,54235,920-559-7455,44.827769,-87.485702,Yes,0,0,0,0,0,0,0,1,0,1,0,0,0,5,fcf932e3-a142-4ea7-9ef1-7299fb2a869e,-9738864.4664,5594449.1879
12260,Great American Disposal Of Wisconsin LLC,2300 Deerfield Ave E,Suamico,WI,54173,906-774-9006,44.606924,-88.049478,Yes,0,0,0,0,0,0,0,1,0,1,0,0,0,5,cd0dd7c3-68da-46a7-b5eb-cd1648dd8f99,-9801623.7396,5559851.8381
12261,Hilton Trucking Service Inc,N15661 Sonsalla Rd,Trempealeau,WI,54661,608-539-3524,44.06466,-91.476011,Yes,0,0,0,0,0,0,0,1,0,1,0,0,0,5,39ed3976-41bb-4007-8b24-d74931941fec,-10183063.7536,5475455.1687
12262,Legacy Trucking LLC,1819 E River St,Two Rivers,WI,54241,920-217-2020,44.149887,-87.564952,Yes,0,0,0,0,0,0,0,1,0,1,0,0,0,5,3acced0c-bf42-4104-9884-6e30af6e4b94,-9747686.5299,5488668.2011
12264,Roger Bowers Const Inc,W1486 Kelso Rd,Vandenbroek Tn,WI,54130,920-766-3210,44.308336,-88.261946,Yes,0,0,0,0,0,0,0,1,0,1,0,0,0,5,be6c1a6b-fa5d-4542-94e4-068c65ce7732,-9825275.5723,5513283.8232
12265,Vans Waste Inc,N2061 Vandenbroek Rd,Vandenbroek Tn,WI,54130,920-687-2631,44.314319,-88.322652,Yes,0,0,0,0,0,0,0,1,0,1,0,0,0,5,e4830f8b-5a4f-41d1-b89d-55deaedf2721,-9832033.3354,5514214.6037
12267,Southwest Sanitation LLC,950 Nelson Parkway,Viroqua,WI,54665,608-637-8010,43.572639,-90.882586,Yes,0,0,0,0,0,0,0,1,0,1,0,0,0,5,de4c140f-8d17-4ea3-8226-6e6711147b1e,-10117003.959,5399544.7492
12268,JD Trucking,W5411 STH 28,Waldo,WI,53093,920-528-7162,43.657072,-87.933229,Yes,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0c713e6e-ac81-4073-aed5-26c8d1f9ee11,-9788682.944,5412527.0063
12272,Advanced Disposal Services,300 Raemisch Rd,Waunakee,WI,53597,608-807-3219,43.18682,-89.436959,Yes,0,0,0,0,0,0,1,1,1,1,0,0,0,5,73824d02-ad08-403e-8a91-3ff519e6a20e,-9956077.4455,5340452.3484
12274,Alter Metals Recycling Co,402 Industrial Ave,Waupun,WI,53963,920-324-2977,43.617783,-88.732315,Yes,0,0,0,0,0,0,1,1,0,1,0,0,0,5,50cb0b3a-5519-4805-a537-9daf045c383a,-9877636.8166,5406483.7425
12276,TMR Enterprises LLC,1100 West St,Wausau,WI,54401,715-218-3812,44.953813,-89.649106,Yes,0,0,0,0,0,0,0,1,0,1,0,0,0,5,4872a671-01c2-448a-8079-d60958f49927,-9979693.572,5614254.5187
12278,Blue Water Services Ltd,CTH L,West Kewaunee,WI,54216,920-388-3553,44.474634,-87.58513,Yes,0,0,0,0,0,0,0,1,0,1,0,0,0,5,cd417525-bafb-449d-b48e-d9f51a76c39c,-9749932.7394,5539190.4039
12279,Dumpsters On Wheels LLC,8213 N Lima Center Rd,Whitewater,WI,53190,608-921-1926,42.7887,-88.827482,Yes,0,0,0,0,0,0,0,1,0,1,0,0,0,5,679994ae-abf9-4f68-a7fb-12bbd484f1c9,-9888230.7514,5279866.1471
12281,Edler &amp; Son Inc,5023 S Business Dr,Wilson,WI,53081,920-452-6453,43.697102,-87.747376,Yes,0,0,0,0,0,0,0,1,0,1,0,0,0,5,aef68541-ea45-4051-9468-4b74957b4e9a,-9767993.877,5418688.31
12282,Radtke Trucking LLC,6408 Cross Rd,Winneconne,WI,54986,920-582-4114,44.123469,-88.653661,Yes,0,0,0,0,0,0,0,1,0,1,0,0,0,5,7e7ce8f1-5d7b-4bc8-8023-d2d1e1d87b4b,-9868881.0973,5484570.492
12283,The Scrap Man,1897A Broadway Rd,Wisconsin Dells,WI,53965,608-408-0618,43.629001,-89.747831,Yes,0,0,0,0,0,0,0,1,0,1,0,0,0,5,ebce6e14-1248-4bb0-b546-5202a3375fa2,-9990683.5741,5408208.8321
12284,The Scrap Man,4140 STH 13 Bldg A,Wisconsin Dells,WI,53965,608-408-0618,43.608821,-89.679899,Yes,0,0,0,0,0,0,0,1,0,1,0,0,0,5,611ca7ed-7ef8-4a29-9ce8-cda03e24b009,-9983121.416,5405105.7925
12285,Biron Mill,621 Biron Dr,Wisconsin Rapids,WI,54494,715-422-2385,44.422489,-89.790782,Yes,0,0,0,0,0,0,0,1,0,1,0,0,0,5,c828155b-679d-49b6-96cd-9b4571193b1f,-9995464.8696,5531059.0975
12286,ABS Environmental,N6460 Hartleben Ln,Wittenberg,WI,54499,920-983-1054,44.825777,-89.063668,Yes,0,0,0,0,0,0,0,1,0,1,0,0,0,5,bc8f03f4-a387-4ac6-8d89-8818e12a08da,-9914522.8908,5594136.5167
12287,Harters Fox Valley Disposal LLC,W17620 CTH Q,Wittenberg,WI,54499,715-253-2619,44.82642,-89.139341,Yes,0,0,0,0,0,0,0,1,0,1,0,0,0,5,d5aab8bb-b3f1-448d-aeda-7f16e6bf8cbb,-9922946.7731,5594237.4374
12402,Liberty Tire Services,1323 W Cortland,Chicago,IL,60614,773-871-6360,41.917062,-87.660692,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,577b77e3-10a5-4ddd-a9ba-40a38c5817be,-9758344.2344,5148565.0013
12555,Treadstone Tire Recycling,175 S Des Plaines St,Joliet,IL,60427,815-436-5587,41.520505,-88.085715,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,777b50c2-9a97-40d7-9f1f-51548f3fd9de,-9805657.588,5089423.012
12721,Astro Tire Removal Inc,905 N Church St,Thomasboro,IL,61878,217-643-6685,40.248328,-88.183953,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1a47cb7f-a966-4a0e-b0a4-8c712db2d848,-9816593.382,4902095.626
12723,J&amp;R Used Tire Service Inc,585 North J Street,Tilton,IL,61833,217-799-6265,40.103462,-87.65273,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,c3c25f49-b0a9-4133-900e-ec05b345158a,-9757457.8895,4880989.6097
12772,Decker Portable Tire Disposal Service,1719 W 8th St,Anderson,IN,46016,765-617-1956,40.108061,-85.702142,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,04dc0c81-d0f6-44eb-8e6e-1ffbabd39670,-9540319.3629,4881658.9764
12774,Green Tire Reclamation,2506 Fairview St,Anderson,IN,46016,765-617-2795,40.091339,-85.687135,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,34182168-6986-4010-9327-ddb79bfebc87,-9538648.7907,4879225.4234
12815,Metal Management Indiana Inc,156 E US Hwy 20,Chesterton,IN,46304,219-926-8726,41.636901,-87.037601,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,a2aae397-c6b6-4ce2-8aed-f8453e1a3ad5,-9688982.0381,5106744.3796
12829,Smith&#x27;s Tire Sales,12220 E State Road 250,Crothersville,IN,47229,812-530-1740,38.842678,-85.808839,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,cde3ea24-15bd-47c2-9553-2b03b4e213fe,-9552196.8107,4699162.5983
12916,Have Cutter Will Travel,1249 N Jackson St,Greencastle,IN,46135,765-653-2800,39.658146,-86.866921,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,66f4c235-5a3b-44c9-8980-5deca7e0edd3,-9669982.002,4816389.7266
12945,Adams Services,220 S Belmont,Indianapolis,IN,46222,317-652-8266,39.763282,-86.196874,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,addc17ac-5615-4c63-80a8-6a4e8d43a58c,-9595392.6903,4831603.5571
12967,Grooms Tire Recycling,1009 W Troy Ave,Indianapolis,IN,46225,317-238-0388,39.722141,-86.179311,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,36c1a8d4-17ba-402b-b42b-29e708ca9fb6,-9593437.5851,4825647.4398
12970,Impact Auto Supply Dba A1 Tire Recycling,5315 Rockville Rd,Indianapolis,IN,46224,317-241-2733,39.765181,-86.251222,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,a0a7321c-b006-4684-99ad-55d6e0f7cfb9,-9601442.6837,4831878.5671
13004,Jasper Salvage Inc,610 South Clay Street,Jasper,IN,47546,812-482-2912,38.379571,-86.939581,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,d5d3ffa0-0610-4140-b192-7bfaecb2124c,-9678070.467,4633187.1436
13030,Seals Tire,3870 Ziegler Rd,Loogootee,IN,47553,812-644-7412,38.614052,-86.917385,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,ecff266a-08fb-48a0-9bae-04d7085a91d2,-9675599.6209,4666538.6988
13049,T &amp; T Tire Removal,1518 N CR 450 E,Milan,IN,47031,812-654-3109,39.097505,-85.178,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1b1d2c23-d757-4941-86d0-b37cf6240b41,-9481972.116,4735649.0458
13054,The Rubber Innovation Div of Mvp Mfg,16309 Hoagland Rd,Monroeville,IN,46773,260-416-4955,40.949393,-84.926724,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,e01ac505-7558-4e01-aa3f-dac066a225b2,-9454000.2083,5004881.1674
13066,CCE Inc,211 Busch Lane,New Albany,IN,47150,812-945-8977,38.281742,-85.854191,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,8f8e537a-2617-4e01-996d-33d8ee4ee40e,-9557245.3689,4619304.3603
13078,Liberty Tire Services LLC DBA Dillon Tire Re,906 S State St,North Liberty,IN,46554,574-656-3563,41.523908,-86.434949,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4a036bbb-0c1a-47bc-9860-150000a98619,-9621895.1032,5089928.9969
13089,Leffler Tire Recycling,138 E 8th St,Peru,IN,46970,765-472-2693,40.758375,-86.066834,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,01402fa7-2bc2-47c3-99ca-d26cb8e282b0,-9580916.7089,4976768.2373
13111,Recycling Center Inc,630 South M Street,Richmond,IN,47375,765-966-8295,39.813031,-84.892851,Yes,0,0,0,0,0,0,1,1,0,0,0,0,0,5,a7d2e2f7-fe10-4bb8-9aa2-f2c663531d72,-9450229.4714,4838810.6478
13126,Terrys Tire Recovery,7948 N CR 250 E,Shelbyville,IN,46176,765-763-6148,39.638848,-85.734302,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,42d86a40-8790-4956-906f-4d37fe8fc287,-9543899.3944,4813599.7109
13135,Treadstone LLC,445 N Sheridan St,South Bend,IN,46619,574-234-9490,41.68037,-86.303478,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,9765cf96-fb58-49dc-b21b-1a4701fc1f25,-9607259.8158,5113221.2032
13180,Pauls Auto Yard Inc,651 W State Road 2,Westville,IN,46391,219-785-2613,41.543705,-86.902429,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,99fbdb0a-0b0d-43a0-8f83-440a8870c8c6,-9673934.7545,5092873.0177
13277,First Class Tire Shredders Inc,7302 W Vienna Rd,Clio,MI,48420,810-639-4466,43.177027,-83.823961,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,42b55fbc-513f-4c35-8b0c-84e96f2f60da,-9331241.1782,5338957.3677
13282,CM Rubber Recycling,4602 W Saginaw Rd,Coleman,MI,48618,989-465-0200,43.738222,-84.547601,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,691d8d60-9cc5-46dd-a5b9-63f2306d41ae,-9411796.4457,5425021.6937
13324,Express Tire Recycling,2525 14th Avenue N,Escanaba,MI,49829,906-786-8808,45.763392,-87.082575,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,83570be9-227a-4eff-aa2e-0dd8bc75067b,-9693988.573,5742514.7227
13333,Environmental Rubber Recycling Inc,6515 N Dort Hwy,Flint,MI,48505,810-240-9833,43.071286,-83.674081,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,3f46957b-961b-4a4a-9bcd-7c26d5d6aaa0,-9314556.6067,5322829.8725
13393,Huffman Rubber,7510 25 1 2 Mile Rd,Homer,MI,49245,517-568-3353,42.18127,-84.801055,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,f88f5b6c-57f7-457d-83ed-c265fff06b7b,-9440010.8075,5188172.8228
13578,Cobalt Holdings LLC,1111 N Centerville Rd,Sturgis,MI,49091,269-651-3681,41.817291,-85.428462,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0a6dc51d-fef7-422f-aef2-33537e4f212a,-9509853.4525,5133650.8885
13618,Silver Lining Recycling LLC,3776 11th St,Wyandotte,MI,48192,734-324-4800,42.194359,-83.166282,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,8250d1dc-cec3-4e08-9ed9-965935f2df0a,-9258028.6541,5190139.3192
13639,LeTourneau Trucking,1046 McKay Drive North East,Anoka,MN,55304,763-434-5887,45.24396,-93.243732,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5cc2f49f-064a-4629-866d-c853fb97b6ea,-10379845.6293,5660011.3877
13683,Giblin Trucking,7502 Giblin Drive,Caledonia,MN,55921,507-724-2584,43.669222,-91.403506,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5699b13c-37c0-4719-a45a-97d4dcd09506,-10174992.5262,5414396.6321
13693,Used Tires Inc,4140 Tyler Street NE,Columbia Heights,MN,55421,612-237-8655,45.04385,-93.235811,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,6b86aa4d-8961-4774-9675-d8e8e3e9c0bb,-10378963.8643,5628428.6833
13700,Olson Dray Sanitation Inc &amp; TS,175 7th Street North,Dawson,MN,56232,320-769-4610,44.935108,-96.055919,Yes,0,0,0,0,0,0,0,1,1,0,0,0,0,5,fec4d50b-54cc-454f-a6b7-7c5238136910,-10692896.9374,5611312.5794
13732,Mahkuhta Trucking,8062 Highway 37,Evelyth,MN,55734,218-766-0712,47.397463,-92.532753,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,b9841a7c-e2c9-4c06-85af-0a7ceb5163d7,-10300699.8217,6007194.5742
13741,City Tech Recycling,6563 145th Avenue,Forest Lake,MN,55025,651-486-6763,45.232719,-93.101332,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,021fd425-7afe-40e4-b53f-bab48c96459d,-10363993.729,5658234.3158
13754,Johnson Oil Company,1215 South Atlantic Avenue,Hallock,MN,56728,218-843-2681,48.766496,-96.942273,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4d35843e-d154-4f3c-b727-f5ddd9853c86,-10791565.512,6235334.5233
13772,Earl Boyum,3166 Highway 53,International Falls,MN,56649,218-283-2298,48.562447,-93.383381,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,49a3adde-1732-4913-a541-0842599b3562,-10395391.3472,6200942.744
13778,First State Tire Disposal Inc,1500 278th Lane North East,Isanti,MN,55040,763-434-0578,45.4743,-93.231932,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,15425f8d-fccf-481e-b18c-899f7dc8a5a3,-10378532.0625,5696503.2378
13821,R and J Recycling,10345 Meadowlands Trunk Road,Meadowlands,MN,55765,218-427-2477,47.10924,-92.770515,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,db6f0a18-1ce4-472d-beae-2b22cd6a3573,-10327167.3693,5959924.4545
13822,John&#x27;s Used Tire,11708 180th Street,Milaca,MN,56353,320-362-0642,45.807803,-93.657831,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,ee2ea52d-6a41-4617-bf0a-133b8d6912ec,-10425942.9413,5749604.1273
13823,Lyle&#x27;s Used Tire Disposal,10814 Pioneer Drive,Milaca,MN,56353,320-983-6844,45.74978,-93.641957,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,d41d2cb0-255e-4caf-b402-c59e5cda9517,-10424175.8542,5740342.8546
13892,Johnson Enterprise,5539 Maves Trail SE,Prior Lake,MN,55372,763-647-0061,44.73132,-93.407542,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,cd24e23b-102c-42eb-a90a-bc04e8f9cfee,-10398080.8724,5579323.2841
13925,Liberty Tire Recycling,12498 Wyoming Ave,Savage,MN,55348,952-894-5280,44.776535,-93.382615,Yes,0,0,0,0,0,0,1,1,0,0,0,0,0,5,21535d99-2f3a-4a13-b15c-948efddfecdb,-10395306.0114,5586411.0882
13975,Planet Green Enterprise Inc,1976 Hilding Avenue,St Paul,MN,55119,651-730-0163,44.9403,-93.016472,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4f3a5ea8-3be9-484b-bffc-0e957ce8960a,-10354547.1499,5612129.1005
14002,Peterson Refuse and Demolition,355 3rd Street SE,Wells,MN,56097,612-269-2521,43.742139,-93.730446,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,3a04b64f-84c6-4cf0-a750-ec968482546e,-10434026.3769,5425625.1358
14122,Discount Tire Transport Ltd,2753 Westbelt Dr,Cincinnati,OH,43228,614-777-7660,40.00724,-83.122888,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,13d9519f-a10f-413d-92c8-f1cdf83ae2db,-9253198.0342,4866995.5648
14239,Delaware Co Transfer Station,888 US Rte 42 N,Delaware,OH,43015,740-833-2000,40.313731,-83.044268,Yes,0,0,0,0,0,0,0,1,1,0,0,0,0,5,8910c0c6-6280-4e4b-b98d-de2b9325a4c3,-9244446.0959,4911639.2462
14275,Gen Tire LLC,352 South St,Galion,OH,44833,419-468-1373,40.727421,-82.783611,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,bda4514c-474d-4a51-83e4-d74d85881715,-9215429.8863,4972220.2463
14291,"Rumpke Waste Inc, Lawrence Co., TS",5474 Jaysville St Johns Rd,Greenville,OH,45331,800-828-8171,40.076589,-84.599034,Yes,0,0,0,0,0,0,0,1,1,0,0,0,0,5,a34551db-dc89-41dc-9380-e3ac8f709d76,-9417521.9052,4877079.3594
14294,Liberty Tire Services of Ohio,3041 Jackson Pk,Grove City,OH,43123,614-871-8097,39.902856,-83.02493,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,e3379a0a-0a5c-4af0-a184-81d0b7057c7e,-9242293.3953,4851836.7322
14298,Rumpke of Ohio Inc,3851 South St,Hamilton,OH,45251,513-896-5200,39.439222,-84.527261,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,26d47191-c72a-4ff3-8771-d417c7517c5c,-9409532.1634,4784784.1647
14355,Henry County Landfill,L 622 Twp Rd 11 (between roads L &amp; M),Malinta,OH,43535,419-256-7343,41.334696,-84.064345,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,a5d922f5-9ffe-44e3-92e7-24ae6304079b,-9358000.592,5061836.4845
14361,Richland Co Solid Waste Scrap Tire Collection Facility,1125 National Pkwy,Mansfield,OH,44906,419-774-5861,40.772041,-82.555972,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,73c7aacf-2844-4dc5-9a7e-226f64471f4c,-9190089.2214,4978776.8569
14398,Black Bounce LLC,7419 Township Road 668,Millersburg,OH,44654,330-359-5100,40.611121,-81.731341,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,af47654a-a851-4709-bee3-87bdb0235dcb,-9098291.6889,4955151.3807
14400,Liberty Tire Services of OH LLC Monofill &amp; Recovery Fac,14864 Lincoln St Se,Minerva,OH,44657,330-868-0097,40.73615,-81.124445,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,d0a0bb34-3c92-495e-93e4-b326fa751ae5,-9030732.3155,4973502.5793
14469,Sundown Tire Recycling,1013 Happy Hollow Rd,Piketon,OH,45661,740-708-4053,39.033741,-82.959772,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,3d854cd3-e0a3-47bb-b179-aa0d40e0b437,-9235040.0304,4726506.9257
14477,Portsmouth Transfer Facility,620 Elm St,Portsmouth,OH,45662,740-354-8807,38.734418,-82.970649,Yes,0,0,0,0,0,0,0,1,1,0,0,0,0,5,ed6a3a11-d958-40e9-8142-2d452d1be2c4,-9236250.8505,4683701.3918
14491,Mat Shop,34385 Salem Grange Rd,Salem,OH,44460,330-337-1888,40.857194,-80.850727,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,cabe9adb-3a1a-419d-bc08-d18fb0f3f8f8,-9000262.1588,4991301.7612
14497,Myers Transport Ltd,13707 Elm Sugar Rd,Scott,OH,45886,419-622-3102,40.975241,-84.558952,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,ec40a4ef-7c9c-4eb9-8418-f494dc843866,-9413060.0045,5008691.5677
14524,Bus Terminal Lasting Mulch Co,320 N 5th St,Steubenville,OH,43952,614-282-6283,40.364048,-80.614539,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,13fbd43e-a2fa-49a1-a14e-3da0dde3196d,-8973969.8186,4918987.7938
14608,Campbell Scrap Tire Co Inc,2485 Maysville Pk,Zanesville,OH,43701,740-849-2230,39.899595,-82.029178,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1a20490d-99b3-4e2a-a79d-c04dda580958,-9131446.7561,4851363.5428
14763,Mittelstadt LLC,W1584 CTH H,Lomira,WI,53048,920-269-4268,43.565429,-88.419306,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,c63fc5f4-d7ea-4161-8f9e-eba6bf1a6435,-9842792.8032,5398437.023
14875,City of Peshtigo,400 E Front St,Peshtigo,WI,54157,715-582-0545,45.048469,-87.741832,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,5,d7d1f7cd-7f3c-4038-824e-44299dcb1313,-9767376.7391,5629156.4937
15752,Metro Recycling Transfer Station,10204 West 181st Street,Lowell,IN,46356,219-696-6070,41.290013736,-87.4637315159999,Yes,0,0,0,0,0,0,0,1,1,0,0,0,0,5,b7deefa2-ac68-426f-85d2-6dcb9680f19b,-9736418.6804,5055214.3517
15971,Columbia County Landfill,1 Court Square,Magnolia,AR,71753,870-698-4028,33.266667,-93.240478,Yes,1,0,0,0,0,0,1,1,0,0,0,0,1,6,a1bbf8c9-d3d0-41eb-a4a0-80abd1b07c48,-10379482.5323,3930753.2751
15981,Pope County,100 West Main Street,Russellville,AR,72801,870-798-4818,35.278407,-93.134007,Yes,0,0,0,0,1,1,1,1,0,0,0,0,0,6,3728dea8-0202-4577-9b6b-7449df8b898c,-10367630.2348,4201780.2029
15983,Bradley County Landfill &amp; Transfer,101 East Cedar Street,Warren,AR,71671,870-226-8470,33.614784,-92.063682,Yes,1,1,0,0,0,0,1,1,1,0,1,0,0,6,ec730822-bed7-402e-a534-b7f3107f9f37,-10248482.2008,3977193.4726
15985,Jefferson County Recycling,101 West Barroque Street,Pine Bluff,AR,71601,479-846-3005,34.229433,-92.003331,Yes,0,0,0,0,1,0,1,1,0,0,0,0,0,6,905176d1-e0fd-4884-88da-deb09139e38f,-10241763.9582,4059651.035
15992,Chicot County Landfill,108 Main Street,Lake Village,AR,71653,870-265-8071,33.331527,-91.281802,Yes,0,0,0,0,1,0,1,1,0,0,0,0,0,6,5a82405a-9720-4617-b101-80e96f389091,-10161443.7173,3939391.7587
16002,North Little Rock Sanitation,1120 Sycamore Street,North Little Rock,AR,72114,501-371-8340,34.765093,-92.272099,Yes,0,0,0,0,1,0,0,1,0,0,0,0,0,6,784f5272-efa0-4813-821c-4dc60b52427a,-10271683.0751,4132003.8663
16005,Greenland City Recycling,11398 Bond Road,Prairie Grove,AR,72753,501-753-2866,35.961582,-94.366824,Yes,0,0,0,0,0,1,1,1,0,0,0,0,0,6,2774d4c8-106e-4809-8df0-9d9bf3110cc3,-10504866.7955,4295336.4013
16006,Saline County RSWMD-Recycle Saline,114 West Sevier Street,Benton,AR,72015,501-569-3751,34.564502,-92.587405,Yes,0,0,1,0,1,1,1,1,0,0,0,0,0,6,d2496be5-fdf1-440d-8a80-e721defca148,-10306782.7785,4104855.0728
16010,Conway County Road-Courthouse,117 South Moose Street,Morrilton,AR,72110,870-338-9831,35.151406,-92.743988,Yes,0,0,0,0,0,0,0,1,0,0,0,0,0,6,3fd0a68e-15a4-4990-9b99-8f4e5b1d9b9a,-10324213.5183,4184475.6978
16051,Madison County Solid Waste / Recycling,173 Madison 6553,Huntsville,AR,72740,501-888-1357,36.07366,-93.745737,Yes,0,0,0,0,1,1,1,1,0,0,0,0,0,6,786dcd0d-3735-4a4e-a862-5a2e38712d73,-10435727.7069,4310761.6137
